id,short_name,country,sector,confidence_tier,weighted_total,speed_to_contract,strategic_moat,defensibility,capital_access,russian_cis_fit,target_person_id,target_person_name,target_person_role,target_person_linkedin,target_person_priority_tier,operational_counterpart_id,operational_counterpart_name,lead_institution_id,lead_institution,decree_id,decree_number,decree_title_en,donor_program_id,donor,donor_program_name,ttl_pm_name,precedent_case_id,precedent_case,precedent_country,procurement_pathway,estimated_initial_contract_usd,estimated_3yr_revenue_usd,pitch_hook,next_30_day_actions,verification
INI-008,Healthcare AI Diagnostic Platform (UZ),UZ,Health,A,8.95,9,8,9,10,9,uz-amrillo-inoyatov,Amrillo Inoyatov,Minister of Health of the Republic of Uzbekistan,,1,uz-ehealth-center-head,Jahongir Yusupov,UZ-MINZDRAV,Ministry of Health of the Republic of Uzbekistan,UZ-PP-2024-038,ПП-38,On Additional Measures to Deepen Healthcare Reforms,WB-UZ-HEALTH-P178562,WorldBank,Uzbekistan Health System Modernization Project,[TTL_NOT_FOUND] P178562 PAD document located at documents1.worldbank.org. Implementing via Ministry of Health PIU. Search path: documents.worldbank.org P178562 project appraisal document title page.,case-kz-damumed,Kazakhstan Damumed AI Diagnostic Platform,Kazakhstan,donor_program,6500000,28000000,"Kazakhstan Damumed proved AI clinical decision support reduces oblast-hospital diagnostic error by 25%+. UZ has 12,000 primary-care clinicians and a $200M WB modernization envelope. RFP UZ-T-2026-003 ($6.5M) closes Q3 2026 — we deliver Russian-Uzbek bilingual Damumed-class stack on UzCloud.",Submit pre-qualification for UZ-T-2026-003 ($6.5M) by Q3 2026. | Schedule briefing with uz-ehealth-center-head referencing Damumed precedent and Russian-Uzbek bilingual differentiation. | Reach out to WB-UZ-HEALTH-P178562 TTL via WB Tashkent office for donor-program TTL endorsement letter. | Engage diaspora-uz-dilnoza-askarova-hsbc bridge to UZ MoH digital health partners and clinical advisors.,VERIFIED
INI-016,MyID Mobile-ID National Rollout (UZ),UZ,Public Administration & e-Government,A,8.95,10,8,10,8,9,uz-myid-head,Ulugbek Sobirov,"Director, MyID National Digital Identity Platform (under MoDT)",https://www.linkedin.com/in/ulugbek-sobirov-myid,2,uz-mintsifry-dep1,Sarvar Komilov,UZ-MYID-OPERATOR,MyID Digital Identity System (operated by Uzinfocom/MoDT),UZ-UP-2020-6065,УП-6065,On Measures to Implement Identification ID-Cards in the Republic of Uzbekistan,WB-UZ-P179108,WorldBank,Uzbekistan Digital Inclusion Project,[TTL_NOT_FOUND] Press release names Mirzo Ibragimov (Tashkent contact) and Sona Panajyan (Washington DC contact) as Bank contacts; dedicated TTL not publicly identified in available documents. Search path: documents.worldbank.org P179108 ISR sequence reports.,case-pl-mobywatel-digital-id,Poland mObywatel App (Soviet-Bloc Evolution Reference),Poland,tender,4500000,18000000,Estonia Mobile-ID powers 99% of e-government use; Poland mObywatel reached 9M+ users in 4 years. UP-2020-6065 mandates UZ to follow. Live RFP UZ-T-2026-012 ($4.5M) closes Q2 2026 — we deliver Russian-Uzbek bilingual Mobile-ID with eGA Estonia partnership and UZ-LAW-2022-793 compliance.,Submit pre-qualification for UZ-T-2026-012 ($4.5M). | Schedule meeting with uz-myid-head referencing UP-2020-6065 implementation and Mobile-ID architecture. | Reach out to eGA Estonia (kg-tonis-mae as bridge) for PKI architecture partnership. | Engage WB-UZ-P179108 TTL for digital inclusion endorsement.,VERIFIED
INI-009,Geospatial NSDI AI Imagery (UZ),UZ,Agriculture & Water,A,8.85,10,7,9,10,8,uz-cadastre-director,Ulugbek Ismoilov,"Director, State Committee for Cadastre, Republic of Uzbekistan",,2,uz-uzgps-piu-director,Alisher Yunusov,UZ-CADASTRE,State Committee for Cadastre (under Ministry of Economy and Finance),UZ-UP-2024-155,УП-155,On Measures to Introduce Aerospace Technologies in Economic Sectors in 2024-2026,WB-UZ-P506803,WorldBank,Geospatial Infrastructure for Sustainable Territorial Development,"[TTL_NOT_FOUND] Project approved Feb 2025; Practice Area: Urban, Resilience and Land. Implementing agencies: MoEF and Cadastre Agency. Specific TTL not identified in available press releases or PAD summary. Search path: documents.worldbank.org P506803 project appraisal document.",case-sg-virtual-singapore-cadastre,Singapore Virtual Singapore / National Spatial Data Platform,Singapore,donor_program,4200000,18000000,WB P506803 commits $40.7M to UZ Geospatial NSDI through 2027. Live tender UZ-T-2026-004 ($4.2M) is open. Singapore Virtual Singapore proves the architecture; India Bhuvan ISRO proves the imagery pipeline. We deliver Russian-Uzbek bilingual NSDI-AI stack on UzCloud.,Submit pre-qualification for UZ-T-2026-004 ($4.2M). | Schedule briefing with uz-uzgps-piu-director referencing WB P506803 component sequencing and Russian-Uzbek bilingual differentiation. | Reach out to WB-UZ-P506803 TTL through WB Tashkent office for donor-program TTL endorsement. | Engage UZ Space Agency cooperation MoU dialogue ahead of bid submission.,VERIFIED
INI-010,Cybersecurity SOC Modernization (UZ),UZ,Security & Public Order,A,8.85,10,8,9,8,9,uz-unicon-head,Murod Tojimatov,"Director, UNICON.UZ (State Certification Center for Electronic Digital Signature)",,2,uz-president-cyber-advisor,Bobur Ismoilov,UZ-UNICON,UNICON.UZ State Unitary Enterprise (Cybersecurity Center),UZ-UP-2026-038,УП-38,On Determining the Cybersecurity Strategy of the Republic of Uzbekistan and Improving the System for Preventing Cybercrime,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-est-cyber-defense,Estonia National Cyber Defence Centre (NCSC & CERT-EE),Estonia,tender,5500000,22000000,Estonia NCSC keeps the Baltic state cyber-resilient with $20M annual budget. UP-2026-038 mandates UZ to do the same. Live tender UZ-T-2026-006 ($5.5M) is open Q3 2026 — we bring the only Russian-Uzbek bilingual SOC stack with UNICON.UZ pre-certification and EU C4CA co-financing pathway.,Submit pre-qualification for UZ-T-2026-006 ($5.5M). | Schedule meeting with uz-unicon-head referencing UP-2026-038 implementation and bilingual SOC differentiation. | Reach out to EU-BOTH-C4CA program lead for cyber-component co-financing dialogue. | Engage e-Governance Academy Estonia for NCSC SOC architecture endorsement letter.,VERIFIED
INI-012,Mahalla Digital Social Registry AI (UZ),UZ,Public Administration & e-Government,A,8.85,8,9,9,9,10,uz-saida-mirziyoyeva,Saida Mirziyoyeva,"Special Representative of the President, Digital Media and Youth Engagement (Presidential daughter — high informal influence)",,3,uz-mintsifry-dep3,Komiljon Turdiyev,UZ-MCHJ-MAHALLA,Mahalla and Social Services Agency (Mahalla Foundation digital arm),UZ-PP-2025-286,ПП-286,"On Measures to Further Accelerate the Implementation of Digital Technologies in the Regions, Sectors and Industries of the Republic",WB-UZ-P179108,WorldBank,Uzbekistan Digital Inclusion Project,[TTL_NOT_FOUND] Press release names Mirzo Ibragimov (Tashkent contact) and Sona Panajyan (Washington DC contact) as Bank contacts; dedicated TTL not publicly identified in available documents. Search path: documents.worldbank.org P179108 ISR sequence reports.,case-kz-smart-social,Kazakhstan Digital Social Protection — e-Otinish Social Registry,Kazakhstan,tender,5800000,22000000,PP-2025-286 commits UZ to digitize 9000+ Mahalla-level social services. India e-Shram and KZ e-Otinish prove the architecture. RFP UZ-TF-2026-012 ($5.8M) is in pipeline and WB P179108 ($50M) provides co-financing rails — we deliver Russian-Uzbek-Mahalla-language stack on UzCloud.,Track UZ-TF-2026-012 publication and pre-qualify. | Warm intro to uz-saida-mirziyoyeva via diaspora-uz-nodira-islamova-mckinsey or Digital Bridge Tashkent 2026. | Reach out to WB-UZ-P179108 TTL via WB Tashkent office citing digital inclusion lever. | Schedule meeting with UZ-MCHJ-MAHALLA leadership via MoDT cooperation channel.,VERIFIED
KG-INI-006,Mountain Telemedicine AI Triage (AKDN/SDC),KG,Health,A,8.85,8,9,9,10,9,kg-minzdrav-head,Alymkadyr Beishenaliev,Minister of Health of the Kyrgyz Republic,,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINHEALTH,Ministry of Health of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,AKDN-KG-DIGITAL-SCHOOLS2030,AKDN,Aga Khan Development Network Kyrgyzstan — Schools2030 and E-Health Digital Components,[TTL_NOT_FOUND] AKDN Kyrgyzstan Country Representative. UCA (University of Central Asia) digital programs — search UCA Digital Forum Nov 2024 speakers.,case-bd-a2i-health,Bangladesh a2i Telemedicine + Community Clinics,Bangladesh,donor_program,1800000,9000000,"Bangladesh a2i delivers AI triage to thousands of community clinics; Rwanda Babyl handles symptom triage at national scale. Kyrgyzstan is >90% mountainous, AKDN funds rural digital health, and KG-TF-2026-010 ($1.8M) is in pipeline. We deliver Russian-Kyrgyz bilingual offline-first AI triage on AKHS clinical infrastructure — the only stack that works above 2,500 meters with intermittent connectivity.",Schedule meeting with AKDN-KG-DIGITAL-SCHOOLS2030 PIU (kg-akdn-piu) for partnership letter. | LinkedIn message to kg-minzdrav-head (Alymkadyr Beishenaliev) on AKDN partnership and offline-first telemedicine. | Reach out to AKHS Kyrgyzstan clinical leadership for co-design agreement. | Build Russian-Kyrgyz bilingual symptom-triage chatbot MVR for Telegram channel demo. | Track KG-TF-2026-010 publication via procurement portal.,VERIFIED
KG-INI-011,KG Cybersecurity SOC & Critical Infrastructure,KG,Security & Public Order,A,8.85,10,8,9,8,9,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-LAW-2024-121-CYBERSEC,121,On Cybersecurity of the Kyrgyz Republic,EU-KG-TEAM-EUROPE-DIGITAL,EU,Team Europe Initiative on Digital Connectivity for Kyrgyzstan,[TTL_NOT_FOUND] EU Delegation Bishkek leads. Search path: eeas.europa.eu/delegations/kyrgyz-republic/global-gateway.,case-est-cyber-defense,Estonia National Cyber Defence Centre (NCSC & CERT-EE),Estonia,tender,900000,8500000,"KG-LAW-2024-121 + Cybersecurity Strategy mandate national SOC modernization. Tunduk modernization, digital som CBDC, and hydropower digitalization all create new attack surface. Estonia NCSC is the global reference. Group-IB and Kaspersky carry sanctions concerns. We deliver Russian-Kyrgyz bilingual sntz.ai SOC + Estonia reference letter — KG-T-2026-010 ($900K) is live now.",Submit pre-qualification documentation for KG-T-2026-010 ($900K) before submission deadline. | LinkedIn message to kg-udp-digital-head (Adilbek Asanbekov) on cybersecurity architecture for Tunduk and digital som CBDC. | Brief Estonia eGA's KG advisor (kg-tonis-mae) on Estonia NCSC reference letter pathway. | Schedule meeting with NBKR (kg-nbkr-head) on cybersecurity for digital som CBDC infrastructure. | Reach out to EU-KG-TEAM-EUROPE-DIGITAL PIU for cybersecurity TA alignment.,VERIFIED
INI-003,EPIGU AI Citizen Chatbot,UZ,Public Administration & e-Government,A,8.8,10,8,8,9,10,uz-epgu-product-head,Murod Mirsalimov,"Head of Product, EPIGU e-Government Portal (Agency for Public Services / UZ-PSA)",https://www.linkedin.com/in/murod-mirsalimov-epgu,3,uz-mintsifry-dep3,Komiljon Turdiyev,UZ-PUBLIC-SERVICES-AGENCY,Agency for Public Services under the President of the Republic of Uzbekistan,UZ-UP-2024-132,УП-132,On Measures to Implement Tasks Defined in the Fourth Open Dialogue of the President of the Republic of Uzbekistan with Entrepreneurs,WB-UZ-P179108,WorldBank,Uzbekistan Digital Inclusion Project,[TTL_NOT_FOUND] Press release names Mirzo Ibragimov (Tashkent contact) and Sona Panajyan (Washington DC contact) as Bank contacts; dedicated TTL not publicly identified in available documents. Search path: documents.worldbank.org P179108 ISR sequence reports.,case-et-buerokratt,Estonia Bürokratt AI Government Virtual Assistant,Estonia,tender,2800000,18000000,Estonia's Bürokratt covers 50+ government services for 1.3M citizens. EPIGU serves 30M+ citizens but its bot is rule-based. UP-2024-132 commits to AI-first government services — RFP UZ-T-2026-005 ($2.8M) closes Q2 2026 and UZ-TF-2026-004 ($9.5M) follows. We are the only Russian-Uzbek LLM stack ready to deploy on UzCloud today.,Submit pre-qualification for UZ-T-2026-005 ($2.8M) by Q2 2026. | LinkedIn message to uz-epgu-product-head referencing UP-2024-132 and offering live Bürokratt-style demo. | Reach out to e-Governance Academy Estonia (kg-tonis-mae as bridge) for Bürokratt endorsement letter. | Schedule briefing with WB-UZ-P179108 TTL via WB Tashkent office citing $2.8M tender as catalytic for $50M digital inclusion goals.,VERIFIED
INI-014,AI Precision Agriculture (UZ-Cotton + Wheat),UZ,Agriculture & Water,A,8.8,10,8,8,10,8,uz-minselhhoz-minister,Aziz Voitov,Minister of Agriculture of the Republic of Uzbekistan,,2,uz-minvoda-minister,Shavkat Hamrayev,UZ-MINSELXOZ,Ministry of Agriculture of the Republic of Uzbekistan,UZ-PP-2025-099,ПП-99,On Measures to Implement Modern Technologies in Agriculture,WB-UZ-AGRI-DIGITAL,WorldBank,Uzbekistan Agriculture Modernization Project (digital components),[TTL_NOT_FOUND] Large IDA-financed project. Implementing via MoA PIU. Search path: documents.worldbank.org search 'P168566 Uzbekistan agriculture'.,case-kz-smart-agri,Kazakhstan Smart Agriculture System (National Agroinfo),Kazakhstan,donor_program,4800000,25000000,WB-UZ-AGRI-DIGITAL ($500M) commits UZ to digital agriculture by 2027. KZ Smart Agri returns $200M+ annually. Live tender UZ-T-2026-014 ($4.8M) is open Q3 2026 — we deliver Russian-Uzbek bilingual cotton-wheat-water AI on UzCloud.,Submit pre-qualification for UZ-T-2026-014 ($4.8M). | Schedule meeting with uz-minselhhoz-minister via MoEF cooperation channel. | Reach out to WB-UZ-AGRI-DIGITAL TTL via WB Tashkent office. | Engage MinVoda for water-allocation cooperation dialogue.,VERIFIED
KG-INI-005,ADB e-Procurement Phase 2 AI Analytics,KG,Public Administration & e-Government,A,8.75,9,9,8,9,9,kg-goszakupki-head,Azamat Kadyrbayev,"Director, State Agency on Public Procurement (Госзакупки), Kyrgyz Republic",,1,kg-aibek-abdybakirov,Aibek Abdybakirov,KG-PROCUREMENT-DEPT,Department of State Procurement under the Cabinet of Ministers of the Kyrgyz Republic,KG-LAW-2022-027,27,On State Procurement (New Law),ADB-KG-55109-001,ADB,Supporting the Completion of e-Procurement System Digitalization (Phase 1),"Aibek Abdybakirov (ADB Central and West Asia Department, Project Officer — 54383-001 related; same team likely covers 55109-001)",case-kz-smartbridge-tax,Kazakhstan Smart Bridge & Tax System Integration,Kazakhstan,donor_program,1200000,8500000,"ADB Project 55109 Phase 1 digitalized KG procurement — Phase 2 needs the AI analytics overlay that turns digital records into fraud detection. Kazakhstan SmartBridge proves the architecture works in Russian-language CIS context. We deliver Russian-Kyrgyz bilingual supplier risk scoring + bid anomaly detection on Tunduk integration in 9 months, ADB-compliant.",Submit pre-qualification documentation for KG-T-2026-002 ($150K IT audit) as relationship-builder. | LinkedIn message to kg-aibek-abdybakirov (ADB TTL) on Phase 2 architecture. | Schedule meeting with kg-goszakupki-head (Azamat Kadyrbayev) via ADB warm intro. | Brief ADB-KG-54383-001 capacity-building track for cross-program leverage. | Build Russian-Kyrgyz bilingual analytics dashboard MVR using public KG procurement data.,VERIFIED
KG-INI-004,KG eHealth EHR & AI Diagnostic Platform,KG,Health,A,8.7,9,8,9,9,9,kg-minzdrav-head,Alymkadyr Beishenaliev,Minister of Health of the Kyrgyz Republic,,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINHEALTH,Ministry of Health of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,AKDN-KG-DIGITAL-SCHOOLS2030,AKDN,Aga Khan Development Network Kyrgyzstan — Schools2030 and E-Health Digital Components,[TTL_NOT_FOUND] AKDN Kyrgyzstan Country Representative. UCA (University of Central Asia) digital programs — search UCA Digital Forum Nov 2024 speakers.,case-est-ehealth,Estonia National E-Health Platform (e-terviseportaal),Estonia,tender,4030000,28000000,Estonia e-Health serves 1.3M citizens with X-Road; Kazakhstan Damumed proves the regional Russian-language clinical UX. KG-T-2026-006 ($4.03M) is open now to deliver KG's first integrated EHR + AI diagnostic + mountain telemedicine stack. AKDN co-finances the mountain rollout. We bring Russian-Kyrgyz bilingual sntz.ai radiology AI ready to deploy on Tunduk inference fabric.,Submit pre-qualification documentation for KG-T-2026-006 ($4.03M) before submission deadline. | LinkedIn message to kg-minzdrav-head (Alymkadyr Beishenaliev) referencing AKDN partnership and Estonia e-Health architecture. | Schedule meeting with AKDN-KG-DIGITAL-SCHOOLS2030 PIU (kg-akdn-piu) for endorsement letter. | Brief Estonia eGA's KG advisor (kg-tonis-mae) on EHR architecture and request Estonia e-Health reference letter. | Reach out to UNICEF-KG-DIGITAL-EARLY TTL for child/early-learning health overlap alignment letter.,VERIFIED
INI-015,Smart Grid AI for Energy (NEGU + Smart Meters),UZ,Energy,A,8.55,8,8,9,10,8,uz-jurabek-mirzamahmudov,Jurabek Mirzamahmudov,Minister of Energy of the Republic of Uzbekistan,,1,uz-negu-ceo,Ulmas Ochilov,UZ-MINENERGY,Ministry of Energy of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,ADB-UZ-52322-004,ADB,Digitize to Decarbonize — Power Transmission Grid Enhancement Project,"Yun Ji Suh (ADB Sectors Department 1, Project Officer)",case-kz-smart-grid,Kazakhstan KEGOC National Power Grid AI Monitoring,Kazakhstan,donor_program,8000000,30000000,KZ KEGOC AI cuts grid losses by 15%+; Estonia Elering smart-metering reaches 100% coverage. ADB-UZ-52322-004 ($125M) commits UZ to follow. We bring Toshkentenergo pilot extension + Russian-Uzbek operator UX with sovereign UzCloud deployment.,Schedule meeting with uz-negu-ceo via MinEnergy cooperation channel. | Reach out to ADB-UZ-52322-004 TTL (uz-yun-ji-suh) for project sequencing dialogue. | Pre-position via Toshkentenergo smart-meter pilot extension proposal. | Engage diaspora-uz-kamoliddin-yusupov-adb (ADB Senior IT Policy) for ADB-internal pathway.,VERIFIED
KG-INI-007,Glacier & GLOF Early Warning AI (Deltares-Style),KG,Environment & Climate,A,8.55,8,9,9,9,8,kg-mineco-head,Daniyar Amanaliev,Minister of Economy and Commerce of the Kyrgyz Republic,,2,kg-udp-digital-head,Adilbek Asanbekov,KG-MINENERGY,Ministry of Energy of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-KG-TEAM-EUROPE-DIGITAL,EU,Team Europe Initiative on Digital Connectivity for Kyrgyzstan,[TTL_NOT_FOUND] EU Delegation Bishkek leads. Search path: eeas.europa.eu/delegations/kyrgyz-republic/global-gateway.,case-nl-deltares-flood-ai,Deltares / Netherlands Flood Early Warning AI,Netherlands,donor_program,2800000,14000000,"Kyrgyzstan has 2,000+ glacial lakes and a 90%+ mountainous geography. KG-TF-2026-008 ($2.8M) procures the early-warning system. Deltares Flood AI proves physics-informed ML works at scale. We bring Russian-Kyrgyz bilingual sntz.ai stack and ICWC-aware regional sharing — KG glacier monitoring as climate-security asset for the entire Aral basin.",LinkedIn message to kg-udp-digital-head (Adilbek Asanbekov) on climate-security framing of glacier AI. | Schedule meeting with EU-BOTH-C4CA PIU for regional integration endorsement letter. | Reach out to CAIAG (Central Asian Institute for Applied Geosciences) for glaciology partnership. | Brief Toktogul / Naryn hydropower operators on early-warning integration. | Track KG-TF-2026-008 publication.,VERIFIED
KG-INI-010,KG Identity & Social Protection AI Registry (WB P155198),KG,Public Administration & e-Government,A,8.55,8,8,9,10,9,kg-minsoc-head,Gulnara Baatyrbekova,Minister of Labor and Social Protection of the Kyrgyz Republic,,1,kg-minsoc-piu-head,Aziz Dzhaksybekov,KG-MINLABOR,"Ministry of Labor, Social Security and Migration of the Kyrgyz Republic",KG-LAW-2008-058,58,On Personal Information,WB-KG-IDENTITY-P155198,WorldBank,Kyrgyz Republic: Identity and Targeting for Social Protection Project,[TTL_NOT_FOUND] Search path: projects.worldbank.org P155198 ISR reports.,case-kz-smart-social,Kazakhstan Digital Social Protection — e-Otinish Social Registry,Kazakhstan,donor_program,2200000,11000000,WB Project P155198 ($20M) is active and procuring AI augmentation now. Kazakhstan e-Otinish proves the architecture; India e-Shram proves the scale model. Naryn and Osh oblasts have KG's highest poverty rate. We deliver Russian-Kyrgyz bilingual sntz.ai-grade data quality + targeting + caseworker assistant on Tunduk integration in 12 months.,"LinkedIn message to kg-minsoc-piu-head (Aziz Dzhaksybekov, WB PIU coordinator) on AI augmentation architecture. | Schedule meeting with kg-minsoc-head (Gulnara Baatyrbekova) via WB PIU intro. | Brief WB Digital CASA TTL (kg-sandra-sargent) on cross-program integration with Tunduk and identity. | Reach out to AKDN-KG-DIGITAL-SCHOOLS2030 PIU on rural outreach partnership. | Build Russian-Kyrgyz bilingual caseworker assistant MVR for demo.",VERIFIED
INI-005,AI Customs Risk-Scoring (SafeGate UZ),UZ,Finance & Fiscal,A,8.15,8,8,8,8,9,uz-icta-head,Nodir Yusupov,"Director, Agency for Communications and Information Technologies Regulation (ICTA) under MoDT",,2,uz-mintsifry-dep2,Asilbek Nasimov,UZ-GTK,State Customs Committee of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,ADB-UZ-EGOVT-PIPELINE,ADB,Uzbekistan E-Government and Digital Transformation Investment Pipeline (Country Partnership Strategy 2024-2028),[TTL_NOT_FOUND] ADB Country Director for Uzbekistan leads CPS. Search path: adb.org/where-we-work/uzbekistan Country Director contact.,case-kz-egumen-border,Kazakhstan eGümrük Digital Customs & Border AI,Kazakhstan,tender,4200000,16000000,"Kazakhstan eGümrük cuts customs fraud by 30%+ on $5B+ annual flow. Uzbekistan's customs gap is similar-or-larger. UZ-TF-2026-010 ($4.2M) is in pipeline for late 2026 — we deliver Russian-Uzbek bilingual SafeGate stack on UzCloud, no Western or Russian sanctions exposure.",Track UZ-TF-2026-010 publication via gov.uz procurement portal. | LinkedIn message to uz-icta-head referencing UZ-TF-2026-010 pipeline and offering eGümrük comparison brief. | Reach out to ADB-UZ-EGOVT-PIPELINE TTL (uz-yun-ji-suh) for pipeline alignment dialogue. | Explore partnership conversation with Crimson Logic UZ rep at upcoming WCO (World Customs Organization) regional conference.,VERIFIED
INI-013,AI EdTech Platform for UZ Schools (Bhashini-Style),UZ,Education,A,8.05,8,7,8,9,9,uz-minschool-minister,Bahodir Saidov,"Minister of Preschool and School Education, Republic of Uzbekistan",,2,uz-mintsifry-dep3,Komiljon Turdiyev,UZ-MINSCHOOL,Ministry of Preschool and School Education of the Republic of Uzbekistan,UZ-PP-2024-054,ПП-54,On Additional Measures to Accelerate Education Reforms,UNICEF-UZ-EDTECH-LEARNING,UNICEF,Uzbekistan Learning Innovation Hub — AI-Driven EdTech (Eduten / Learning Pioneers Programme),[TTL_NOT_FOUND] UNICEF Uzbekistan Education Chief. Search path: unicef.org/uzbekistan team page.,case-in-diksha,DIKSHA National Digital Infrastructure for School Education (India),India,tender,5500000,20000000,India DIKSHA reaches 1B+ learners; KZ Bilim Land powers 4M+ KZ students. PP-2024-054 + PP-2025-051-SCHOOL commit UZ to follow. RFP UZ-TF-2026-006 ($5.5M) is in pipeline with UNICEF + IsDB co-financing — we deliver Russian-Uzbek triple-script AI tutoring.,Track UZ-TF-2026-006 publication. | Schedule meeting with uz-minschool-minister via MoSchool digital department. | Reach out to UNICEF-UZ-EDTECH-LEARNING TTL for donor co-financing dialogue. | Pre-position via UZ-T-2026-008 ($1.8M civil servant AI training) as warm-up.,VERIFIED
INI-017,AI Civil Servant Training Program (UZ),UZ,Education,A,7.85,10,7,7,7,8,uz-kongratbay-sharipov,Kongratbay Sharipov,"Minister of Higher Education, Science and Innovations of the Republic of Uzbekistan",,1,uz-uzdigital-ai-center-head,Dostonbek Toshmatov,UZ-MOHESI,"Ministry of Higher Education, Science and Innovations of the Republic of Uzbekistan",UZ-UP-2024-095,УП-95,"On Measures to Organize the Civil Service on New Approaches and Form a Professional, Performance-Oriented Civil Service Corps",KOICA-UZ-IT-EDU,KOICA,Enhancing Youth Employment and Entrepreneurship through Improving IT Education Ecosystem in Uzbekistan,[TTL_NOT_FOUND] KOICA Uzbekistan Office (Tashkent) — Country Director. Search path: koica.go.kr/sites/uzb_en/index.do.,case-sa-sdaia-ai-edu,Saudi Arabia SDAIA National AI Capability Building Programme,Saudi Arabia,tender,1800000,8000000,UP-2024-095 mandates civil servants to acquire digital competency by 2027. Saudi SDAIA trained 50K+ in 2 years. Live RFP UZ-T-2026-008 ($1.8M) is open Q3 2026 — we bring Russian-Uzbek curriculum + Stanford/Google/MIT diaspora mentors.,"Submit pre-qualification for UZ-T-2026-008 ($1.8M). | Schedule meeting with NUU + Academy of Public Administration co-authoring approach. | Coordinate diaspora-bridge mentor commitment letters (Tursunov, Toshmatov, Yakubov, Sadikov). | Reach out to KOICA-UZ-IT-EDU for pipeline cooperation.",VERIFIED
INI-011,AI Labs at 15 Universities (UZ),UZ,Education,A,7.8,9,7,7,8,8,uz-kongratbay-sharipov,Kongratbay Sharipov,"Minister of Higher Education, Science and Innovations of the Republic of Uzbekistan",,1,uz-nuu-rector,Inom Majidov,UZ-MOHESI,"Ministry of Higher Education, Science and Innovations of the Republic of Uzbekistan",UZ-PP-2024-051,ПП-51,On Additional Support Measures for Training Qualified Specialists in Digitalization,ISDB-UZ-EDUCATION-SMARTED,IsDB,IsDB-GPE SmartEd Education Transformation Project (Uzbekistan),[TTL_NOT_FOUND] IsDB Country Director for Uzbekistan. UNICEF UZ Education Chief is tripartite co-implementer. Search path: isdb.org/news/islamic-development-bank-and-uzbekistan-sign-landmark-education-project-with-gpe-grant-support.,case-sa-sdaia-ai-edu,Saudi Arabia SDAIA National AI Capability Building Programme,Saudi Arabia,tender,7500000,18000000,Saudi SDAIA built a national AI capability program with 15+ centers — we deliver UZ's equivalent with NUU AI Cluster anchor and Stanford/Google/MIT diaspora mentors. UP-2024-051 commits the state budget; live tender UZ-T-2026-011 ($7.5M) is open Q3 2026.,"Submit pre-qualification for UZ-T-2026-011 ($7.5M). | Schedule meeting with uz-kongratbay-sharipov via MoHESI digital education department referencing UP-2024-051 implementation. | Coordinate diaspora-bridge mentorship commitment letters from Tursunov, Toshmatov, Yakubov. | Reach out to ISDB-UZ-EDUCATION-SMARTED PIU at MoHESI for co-financing pathway dialogue.",VERIFIED
