id,short_name,country,sector,confidence_tier,weighted_total,speed_to_contract,strategic_moat,defensibility,capital_access,russian_cis_fit,target_person_id,target_person_name,target_person_role,target_person_linkedin,target_person_priority_tier,operational_counterpart_id,operational_counterpart_name,lead_institution_id,lead_institution,decree_id,decree_number,decree_title_en,donor_program_id,donor,donor_program_name,ttl_pm_name,precedent_case_id,precedent_case,precedent_country,procurement_pathway,estimated_initial_contract_usd,estimated_3yr_revenue_usd,pitch_hook,next_30_day_actions,verification
INI-015,Smart Grid AI for Energy (NEGU + Smart Meters),UZ,Energy,A,8.55,8,8,9,10,8,uz-jurabek-mirzamahmudov,Jurabek Mirzamahmudov,Minister of Energy of the Republic of Uzbekistan,,1,uz-negu-ceo,Ulmas Ochilov,UZ-MINENERGY,Ministry of Energy of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,ADB-UZ-52322-004,ADB,Digitize to Decarbonize — Power Transmission Grid Enhancement Project,"Yun Ji Suh (ADB Sectors Department 1, Project Officer)",case-kz-smart-grid,Kazakhstan KEGOC National Power Grid AI Monitoring,Kazakhstan,donor_program,8000000,30000000,KZ KEGOC AI cuts grid losses by 15%+; Estonia Elering smart-metering reaches 100% coverage. ADB-UZ-52322-004 ($125M) commits UZ to follow. We bring Toshkentenergo pilot extension + Russian-Uzbek operator UX with sovereign UzCloud deployment.,Schedule meeting with uz-negu-ceo via MinEnergy cooperation channel. | Reach out to ADB-UZ-52322-004 TTL (uz-yun-ji-suh) for project sequencing dialogue. | Pre-position via Toshkentenergo smart-meter pilot extension proposal. | Engage diaspora-uz-kamoliddin-yusupov-adb (ADB Senior IT Policy) for ADB-internal pathway.,VERIFIED
INI-035,Cybersecurity Banking Sector (UZ),UZ,Security & Public Order,B,8.2,8,8,9,7,9,uz-unicon-head,Murod Tojimatov,"Director, UNICON.UZ (State Certification Center for Electronic Digital Signature)",,2,uz-cbu-governor,Mamayusuf Kobilov,UZ-UNICON,UNICON.UZ State Unitary Enterprise (Cybersecurity Center),UZ-PP-2024-038-CYBERSEC-BANKING,3669,On Approval of Regulations on Minimum Requirements for Information and Cybersecurity of Commercial Banks of the Republic of Uzbekistan,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-est-cyber-defense,Estonia National Cyber Defence Centre (NCSC & CERT-EE),Estonia,direct,3500000,13500000,CBM banking regulations mandate AI-grade SOC. We deliver UNICON-certified Russian-Uzbek bilingual MDR.,UNICON pre-cert dialogue. | CBM regulatory engagement. | Pilot bank prospecting. | Cross-link INI-010.,L2_VERIFIED
INI-039,Government Cloud (UzCloud) AI Layer,UZ,AI Infrastructure (Enabling Layer),B,8.35,7,9,9,8,9,uz-egov-uzcloud-head,Bobur Iskandarov,"Director, UzCloud (Sovereign Cloud Platform under MoDT)",,3,uz-uzdigital-ai-center-head,Dostonbek Toshmatov,UZ-UZCLOUD,UzCloud — National Government Cloud (operated by Uzinfocom),UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,AIIB-UZ-TELECOM-P000758,AIIB,Uzbekistan Telecom Digital Connectivity Project,[TTL_NOT_FOUND] AIIB Investment Operations (Central Asia). Search path: aiib.org/en/projects/details/2025/approved/uzbekistan-telecom.html.,case-sg-pair-govt-llm,Singapore PAIR Government LLM Platform,Singapore,direct,6000000,22000000,Singapore PAIR proves AI-as-service-on-govcloud. UzCloud + AI Center + sovereign LLM convergence. We deliver bilingual AI-as-service stack.,UzCloud director meeting. | Track UZ-TF-2026-005. | AIIB country team. | Cross-link INI-006 / INI-007.,L2_VERIFIED
KG-INI-002,Digital Som CBDC Wallet & AML/KYC Stack,KG,Finance & Fiscal,A,9.35,10,9,9,9,10,kg-nbkr-head,Melis Turganbekov,"Chairman, National Bank of the Kyrgyz Republic (NBKR)",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-NBKR,National Bank of the Kyrgyz Republic (NBKR),KG-LAW-2025-074-NBKR-CBDC,74,On Amendments to the Constitutional Law of the Kyrgyz Republic 'On the National Bank of the Kyrgyz Republic' (Introduction of Digital Som),EFSD-KG-STABILIZATION,EFSD,Eurasian Fund for Stabilization and Development — Kyrgyzstan Digital Infrastructure Component,[TTL_NOT_FOUND] EFSD Director General. Russian-led governance means low public transparency. Search path: efsd.info for KG country programs.,case-kg-cbdc-digital-som,Kyrgyzstan Digital Som CBDC (In Progress — Law Enacted 2025),Kyrgyzstan,tender,3500000,24000000,"Constitutional Law 74 of 16.04.2025 mandates digital som go-live on 1 January 2027 — a hard legal deadline NBKR cannot miss without amending the constitution. KG-T-2026-004 ($3.5M wallet) is live now and KG-TF-2026-002 ($4.5M Phase 2 AML) follows. Brazil Pix proves the architecture, Singapore Ubin the wholesale-retail bridge. We deliver the only Russian-Kyrgyz bilingual sntz.ai-grade AML/KYC stack that is sanctions-clean and disbursable on NBKR's deadline.","Submit pre-qualification documentation for KG-T-2026-004 ($3.5M digital som software) before submission deadline. | Request NBKR pilot observer status via formal letter to NBKR Chairman Melis Turganbekov (kg-nbkr-head). | Secure WB/IFC TA alignment letter through Sandra Sargent (kg-sandra-sargent, WB Digital CASA TTL). | Build Russian-Kyrgyz bilingual wallet demo against NBKR's published technical specification, deliver as 4-week MVR. | LinkedIn message to kg-tunduk-tech-lead (Mirlan Asanbekov) on AML integration architecture for Tunduk identity fetch.",VERIFIED
KG-INI-003,Tunduk 2.0 API Gateway & Data Modernization,KG,Public Administration & e-Government,A,9.2,10,9,9,9,9,kg-tunduk-gp-head,Marat Isakov,"Director, State Enterprise Tunduk (National e-Government Data Exchange Platform)",https://www.linkedin.com/in/marat-isakov-tunduk,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-GP-TUNDUK,State Institution 'Tunduk' — Inter-Agency Electronic Interaction System (under UDP after April 2026),KG-UP-2018-200-TUNDUK,200,On Approval of Requirements for Information System Interaction in the 'Tunduk' Inter-Agency Electronic Interaction System,KOICA-KG-TUNDUK,KOICA,Modernization and Capacity Development of TUNDUK Administrative Information Sharing and Interoperability System,[TTL_NOT_FOUND] KOICA Kyrgyzstan Office (Bishkek) — Country Director. Search path: donors.kg/en/agencies/2905-koica.,case-est-xroad,X-Road / X-Tee Inter-Agency Data Exchange,Estonia,tender,1800000,12000000,KG-LAW-2025-178 mandates an AI registry on Tunduk and KG-T-2026-005 ($1.8M) is open now to modernize the platform. Estonia X-Road proves the architecture; Kazakhstan and Azerbaijan have copied it. We bring the only Russian-Kyrgyz bilingual API-gateway + AI inference fabric stack that satisfies Digital Code auditability on day one — Cybernetica's classic X-Road build does not.,"Submit pre-qualification documentation for KG-T-2026-005 ($1.8M Tunduk modernization) before submission deadline. | LinkedIn message to kg-tunduk-gp-head (Marat Isakov, Tunduk SE Director) referencing case-est-xroad maturity model and offering Russian-Kyrgyz bilingual operator demo. | Reach out to KOICA-KG-TUNDUK TTL via KOICA Bishkek office citing the active KOICA-KG-TUNDUK $5M co-financing pipeline. | Brief Estonia eGA's KG advisor (kg-tonis-mae) on partnership rather than competitive positioning vs. Cybernetica. | Reach out to EU C4CA PIU (kg-eu-piu-c4ca) for technical assistance alignment letter.",VERIFIED
KG-INI-004,KG eHealth EHR & AI Diagnostic Platform,KG,Health,A,8.7,9,8,9,9,9,kg-minzdrav-head,Alymkadyr Beishenaliev,Minister of Health of the Kyrgyz Republic,,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINHEALTH,Ministry of Health of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,AKDN-KG-DIGITAL-SCHOOLS2030,AKDN,Aga Khan Development Network Kyrgyzstan — Schools2030 and E-Health Digital Components,[TTL_NOT_FOUND] AKDN Kyrgyzstan Country Representative. UCA (University of Central Asia) digital programs — search UCA Digital Forum Nov 2024 speakers.,case-est-ehealth,Estonia National E-Health Platform (e-terviseportaal),Estonia,tender,4030000,28000000,Estonia e-Health serves 1.3M citizens with X-Road; Kazakhstan Damumed proves the regional Russian-language clinical UX. KG-T-2026-006 ($4.03M) is open now to deliver KG's first integrated EHR + AI diagnostic + mountain telemedicine stack. AKDN co-finances the mountain rollout. We bring Russian-Kyrgyz bilingual sntz.ai radiology AI ready to deploy on Tunduk inference fabric.,Submit pre-qualification documentation for KG-T-2026-006 ($4.03M) before submission deadline. | LinkedIn message to kg-minzdrav-head (Alymkadyr Beishenaliev) referencing AKDN partnership and Estonia e-Health architecture. | Schedule meeting with AKDN-KG-DIGITAL-SCHOOLS2030 PIU (kg-akdn-piu) for endorsement letter. | Brief Estonia eGA's KG advisor (kg-tonis-mae) on EHR architecture and request Estonia e-Health reference letter. | Reach out to UNICEF-KG-DIGITAL-EARLY TTL for child/early-learning health overlap alignment letter.,VERIFIED
KG-INI-006,Mountain Telemedicine AI Triage (AKDN/SDC),KG,Health,A,8.85,8,9,9,10,9,kg-minzdrav-head,Alymkadyr Beishenaliev,Minister of Health of the Kyrgyz Republic,,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINHEALTH,Ministry of Health of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,AKDN-KG-DIGITAL-SCHOOLS2030,AKDN,Aga Khan Development Network Kyrgyzstan — Schools2030 and E-Health Digital Components,[TTL_NOT_FOUND] AKDN Kyrgyzstan Country Representative. UCA (University of Central Asia) digital programs — search UCA Digital Forum Nov 2024 speakers.,case-bd-a2i-health,Bangladesh a2i Telemedicine + Community Clinics,Bangladesh,donor_program,1800000,9000000,"Bangladesh a2i delivers AI triage to thousands of community clinics; Rwanda Babyl handles symptom triage at national scale. Kyrgyzstan is >90% mountainous, AKDN funds rural digital health, and KG-TF-2026-010 ($1.8M) is in pipeline. We deliver Russian-Kyrgyz bilingual offline-first AI triage on AKHS clinical infrastructure — the only stack that works above 2,500 meters with intermittent connectivity.",Schedule meeting with AKDN-KG-DIGITAL-SCHOOLS2030 PIU (kg-akdn-piu) for partnership letter. | LinkedIn message to kg-minzdrav-head (Alymkadyr Beishenaliev) on AKDN partnership and offline-first telemedicine. | Reach out to AKHS Kyrgyzstan clinical leadership for co-design agreement. | Build Russian-Kyrgyz bilingual symptom-triage chatbot MVR for Telegram channel demo. | Track KG-TF-2026-010 publication via procurement portal.,VERIFIED
KG-INI-007,Glacier & GLOF Early Warning AI (Deltares-Style),KG,Environment & Climate,A,8.55,8,9,9,9,8,kg-mineco-head,Daniyar Amanaliev,Minister of Economy and Commerce of the Kyrgyz Republic,,2,kg-udp-digital-head,Adilbek Asanbekov,KG-MINENERGY,Ministry of Energy of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-KG-TEAM-EUROPE-DIGITAL,EU,Team Europe Initiative on Digital Connectivity for Kyrgyzstan,[TTL_NOT_FOUND] EU Delegation Bishkek leads. Search path: eeas.europa.eu/delegations/kyrgyz-republic/global-gateway.,case-nl-deltares-flood-ai,Deltares / Netherlands Flood Early Warning AI,Netherlands,donor_program,2800000,14000000,"Kyrgyzstan has 2,000+ glacial lakes and a 90%+ mountainous geography. KG-TF-2026-008 ($2.8M) procures the early-warning system. Deltares Flood AI proves physics-informed ML works at scale. We bring Russian-Kyrgyz bilingual sntz.ai stack and ICWC-aware regional sharing — KG glacier monitoring as climate-security asset for the entire Aral basin.",LinkedIn message to kg-udp-digital-head (Adilbek Asanbekov) on climate-security framing of glacier AI. | Schedule meeting with EU-BOTH-C4CA PIU for regional integration endorsement letter. | Reach out to CAIAG (Central Asian Institute for Applied Geosciences) for glaciology partnership. | Brief Toktogul / Naryn hydropower operators on early-warning integration. | Track KG-TF-2026-008 publication.,VERIFIED
KG-INI-008,Digital Code Secondary Regulations & AI Registry,KG,AI Infrastructure (Enabling Layer),A,9.2,10,10,9,8,9,kg-national-ai-council-chair,Azamat Sydykov,"Chair, National AI Council (Национальный совет по ИИ), Kyrgyz Republic (function absorbed into UДП, April 2026)",,2,kg-digital-code-legal-adviser,Aigul Bakytbekova,KG-AI-SECONDARY-REG-WORKING-GROUP,Digital Code Secondary Regulations Working Group (AI Auditability and Model Registry),KG-LAW-2025-178-DIGITAL-CODE,178,Digital Code of the Kyrgyz Republic,EGA-KG-TWINNING,EU,e-Governance Academy (EGA) Twinning — Support to Digitalisation Agenda in Kyrgyzstan,"Tõnis Mäe (e-Governance Academy, Project Manager — completed project; EGA active in C4CA follow-on)",case-sg-pair-govt-llm,Singapore PAIR Government LLM Platform,Singapore,donor_program,650000,6000000,KG Digital Code is in force but its AI auditability provisions have only 7 months to be detailed. KG-T-2026-008 ($650K) procures the drafting now and KG-TF-2026-004 ($850K) procures the registry platform. Singapore PAIR proves the architecture; Estonia eGA proves the procedural framework. We bring Russian-Kyrgyz bilingual sntz.ai stack and operational delivery on Tunduk inference fabric — the only vendor that drafts the rule and runs the platform on the same week.,"Submit pre-qualification documentation for KG-T-2026-008 ($650K Digital Code TA) before submission deadline. | LinkedIn message to kg-national-ai-council-chair (Azamat Sydykov) on Russian-Kyrgyz bilingual AI registry architecture. | Reach out to kg-digital-code-legal-adviser (Aigul Bakytbekova) for Working Group inclusion. | Schedule meeting with AUCA rector (kg-auca-rector, Andrew Wachtel) on academic legal co-author partnership. | Secure Singapore IMDA / EU AI Office reference letter via diaspora intro.",VERIFIED
KG-INI-010,KG Identity & Social Protection AI Registry (WB P155198),KG,Public Administration & e-Government,A,8.55,8,8,9,10,9,kg-minsoc-head,Gulnara Baatyrbekova,Minister of Labor and Social Protection of the Kyrgyz Republic,,1,kg-minsoc-piu-head,Aziz Dzhaksybekov,KG-MINLABOR,"Ministry of Labor, Social Security and Migration of the Kyrgyz Republic",KG-LAW-2008-058,58,On Personal Information,WB-KG-IDENTITY-P155198,WorldBank,Kyrgyz Republic: Identity and Targeting for Social Protection Project,[TTL_NOT_FOUND] Search path: projects.worldbank.org P155198 ISR reports.,case-kz-smart-social,Kazakhstan Digital Social Protection — e-Otinish Social Registry,Kazakhstan,donor_program,2200000,11000000,WB Project P155198 ($20M) is active and procuring AI augmentation now. Kazakhstan e-Otinish proves the architecture; India e-Shram proves the scale model. Naryn and Osh oblasts have KG's highest poverty rate. We deliver Russian-Kyrgyz bilingual sntz.ai-grade data quality + targeting + caseworker assistant on Tunduk integration in 12 months.,"LinkedIn message to kg-minsoc-piu-head (Aziz Dzhaksybekov, WB PIU coordinator) on AI augmentation architecture. | Schedule meeting with kg-minsoc-head (Gulnara Baatyrbekova) via WB PIU intro. | Brief WB Digital CASA TTL (kg-sandra-sargent) on cross-program integration with Tunduk and identity. | Reach out to AKDN-KG-DIGITAL-SCHOOLS2030 PIU on rural outreach partnership. | Build Russian-Kyrgyz bilingual caseworker assistant MVR for demo.",VERIFIED
KG-INI-011,KG Cybersecurity SOC & Critical Infrastructure,KG,Security & Public Order,A,8.85,10,8,9,8,9,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-LAW-2024-121-CYBERSEC,121,On Cybersecurity of the Kyrgyz Republic,EU-KG-TEAM-EUROPE-DIGITAL,EU,Team Europe Initiative on Digital Connectivity for Kyrgyzstan,[TTL_NOT_FOUND] EU Delegation Bishkek leads. Search path: eeas.europa.eu/delegations/kyrgyz-republic/global-gateway.,case-est-cyber-defense,Estonia National Cyber Defence Centre (NCSC & CERT-EE),Estonia,tender,900000,8500000,"KG-LAW-2024-121 + Cybersecurity Strategy mandate national SOC modernization. Tunduk modernization, digital som CBDC, and hydropower digitalization all create new attack surface. Estonia NCSC is the global reference. Group-IB and Kaspersky carry sanctions concerns. We deliver Russian-Kyrgyz bilingual sntz.ai SOC + Estonia reference letter — KG-T-2026-010 ($900K) is live now.",Submit pre-qualification documentation for KG-T-2026-010 ($900K) before submission deadline. | LinkedIn message to kg-udp-digital-head (Adilbek Asanbekov) on cybersecurity architecture for Tunduk and digital som CBDC. | Brief Estonia eGA's KG advisor (kg-tonis-mae) on Estonia NCSC reference letter pathway. | Schedule meeting with NBKR (kg-nbkr-head) on cybersecurity for digital som CBDC infrastructure. | Reach out to EU-KG-TEAM-EUROPE-DIGITAL PIU for cybersecurity TA alignment.,VERIFIED
KG-INI-019,Smart Grid AI for Hydropower (KG-Toktogul),KG,Energy,B,7.85,7,8,9,8,8,kg-mineco-head,Daniyar Amanaliev,Minister of Economy and Commerce of the Kyrgyz Republic,,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINENERGY,Ministry of Energy of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EFSD-KG-STABILIZATION,EFSD,Eurasian Fund for Stabilization and Development — Kyrgyzstan Digital Infrastructure Component,[TTL_NOT_FOUND] EFSD Director General. Russian-led governance means low public transparency. Search path: efsd.info for KG country programs.,case-kg-naryn-hydro-digital,Kyrgyzstan Toktogul Reservoir Digital Management (Pilot),Kyrgyzstan,tender,1800000,12000000,Estonia smart grid + KZ KEGOC prove the pattern. KG hydropower + glacier monitoring (linked KG-INI-007) creates climate-energy nexus. Russian-Kyrgyz bilingual sntz.ai stack delivers on UDP-supervised compute.,Schedule meeting with kg-mineco-head. | Brief Toktogul operator on AI architecture. | Reach out to EFSD-KG-STABILIZATION TTL. | Brief EU C4CA on regional energy.,L2_VERIFIED
KG-INI-043,AI Cluster at AUCA + HTP (KG-T-2026-003 GPU),KG,AI Infrastructure (Enabling Layer),B,8.05,9,8,9,7,7,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-auca-rector,Andrew Wachtel,KG-NATIONAL-AI-COUNCIL,National Council on Artificial Intelligence of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-P160230,WorldBank,Digital CASA — Kyrgyz Republic (incl. Additional Financing),Sandra Sargent (World Bank Senior Digital Development Specialist and Project TTL),case-ae-falcon-llm,UAE Falcon LLM — Arabic Sovereign Foundation Model,UAE,tender,2500000,9000000,KG-T-2026-003 ($2.5M GPU) is live. Sovereign LLM (KG-INI-009) needs the cluster. UAE Falcon proves model. Russian-Kyrgyz bilingual operator UX + sanctions-clean sourcing.,Submit pre-qualification for KG-T-2026-003. | Coordinate with KG-INI-009 sovereign LLM team. | Brief AUCA + HTP on co-design. | Reach out to sanctions-clean GPU vendors.,VERIFIED
KG-INI-044,AI Government Cloud (Tunduk Inference Fabric),KG,AI Infrastructure (Enabling Layer),B,7.95,7,9,9,7,8,kg-tunduk-gp-head,Marat Isakov,"Director, State Enterprise Tunduk (National e-Government Data Exchange Platform)",https://www.linkedin.com/in/marat-isakov-tunduk,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-GP-TUNDUK,State Institution 'Tunduk' — Inter-Agency Electronic Interaction System (under UDP after April 2026),KG-LAW-2025-178-DIGITAL-CODE,178,Digital Code of the Kyrgyz Republic,WB-KG-P160230,WorldBank,Digital CASA — Kyrgyz Republic (incl. Additional Financing),Sandra Sargent (World Bank Senior Digital Development Specialist and Project TTL),case-fr-albert-govt-llm,France Albert — Government LLM for Civil Servants,France,tender,800000,4500000,France Albert proves government LLM-as-service. Tunduk modernization (KG-INI-003) + AI registry (KG-INI-008) need inference fabric. Russian-Kyrgyz bilingual sntz.ai stack.,Coordinate with KG-INI-003 Tunduk team. | Brief WB Digital CASA on inference fabric. | Build dev console MVR. | Reach out to Tunduk SE technical lead.,VERIFIED
INI-003,EPIGU AI Citizen Chatbot,UZ,Public Administration & e-Government,A,8.8,10,8,8,9,10,uz-epgu-product-head,Murod Mirsalimov,"Head of Product, EPIGU e-Government Portal (Agency for Public Services / UZ-PSA)",https://www.linkedin.com/in/murod-mirsalimov-epgu,3,uz-mintsifry-dep3,Komiljon Turdiyev,UZ-PUBLIC-SERVICES-AGENCY,Agency for Public Services under the President of the Republic of Uzbekistan,UZ-UP-2024-132,УП-132,On Measures to Implement Tasks Defined in the Fourth Open Dialogue of the President of the Republic of Uzbekistan with Entrepreneurs,WB-UZ-P179108,WorldBank,Uzbekistan Digital Inclusion Project,[TTL_NOT_FOUND] Press release names Mirzo Ibragimov (Tashkent contact) and Sona Panajyan (Washington DC contact) as Bank contacts; dedicated TTL not publicly identified in available documents. Search path: documents.worldbank.org P179108 ISR sequence reports.,case-et-buerokratt,Estonia Bürokratt AI Government Virtual Assistant,Estonia,tender,2800000,18000000,Estonia's Bürokratt covers 50+ government services for 1.3M citizens. EPIGU serves 30M+ citizens but its bot is rule-based. UP-2024-132 commits to AI-first government services — RFP UZ-T-2026-005 ($2.8M) closes Q2 2026 and UZ-TF-2026-004 ($9.5M) follows. We are the only Russian-Uzbek LLM stack ready to deploy on UzCloud today.,Submit pre-qualification for UZ-T-2026-005 ($2.8M) by Q2 2026. | LinkedIn message to uz-epgu-product-head referencing UP-2024-132 and offering live Bürokratt-style demo. | Reach out to e-Governance Academy Estonia (kg-tonis-mae as bridge) for Bürokratt endorsement letter. | Schedule briefing with WB-UZ-P179108 TTL via WB Tashkent office citing $2.8M tender as catalytic for $50M digital inclusion goals.,VERIFIED
INI-004,Tax Risk-Scoring AI for STC (UZ),UZ,Finance & Fiscal,A,9.05,10,9,8,9,9,uz-gnk-head,Sherzod Kudbiyev,"Chairman, State Tax Committee of the Republic of Uzbekistan (GNK)",,2,uz-minfinance-digi-dept,Otabek Komilov,UZ-GNK,State Tax Committee of the Republic of Uzbekistan,UZ-LAW-2022-792,ЗРУ-792,On Electronic Commerce,WB-UZ-FINREFORM-P176353,WorldBank,Accelerating Uzbekistan's Transition Development Policy Operation,[TTL_NOT_FOUND] DPO managed by Macroeconomics practice. Country Director/Manager: Marco Mantovanelli. Search path: projects.worldbank.org P176353.,case-kz-smartbridge-tax,Kazakhstan Smart Bridge & Tax System Integration,Kazakhstan,tender,3200000,24000000,Kazakhstan Smart Bridge returned $400M in Year 1 on $28M investment — verified case-kz-smartbridge-tax. Uzbekistan's tax gap is $2B+ and rising. RFP UZ-T-2026-010 closes Q3 2026 — we deliver the only Russian-Uzbek bilingual stack with the Smart Bridge architectural recipe.,Submit pre-qualification for UZ-T-2026-010 ($3.2M) by Q3 2026. | Schedule briefing with uz-gnk-head via Tashkent business chamber referencing Kazakhstan Smart Bridge ROI. | Reach out to WB-UZ-FINREFORM-P176353 TTL through WB Tashkent office citing fiscal-reform DPF lever. | Warm-intro through diaspora-uz-laziz-umarov-bcg (BCG Tech Advantage) to MoEF Digital Finance Department citing comparative tax-AI ROI.,VERIFIED
INI-005,AI Customs Risk-Scoring (SafeGate UZ),UZ,Finance & Fiscal,A,8.15,8,8,8,8,9,uz-icta-head,Nodir Yusupov,"Director, Agency for Communications and Information Technologies Regulation (ICTA) under MoDT",,2,uz-mintsifry-dep2,Asilbek Nasimov,UZ-GTK,State Customs Committee of the Republic of Uzbekistan,UZ-PP-2024-358,ПП-358,On Approval of the AI Technology Development Strategy until 2030,ADB-UZ-EGOVT-PIPELINE,ADB,Uzbekistan E-Government and Digital Transformation Investment Pipeline (Country Partnership Strategy 2024-2028),[TTL_NOT_FOUND] ADB Country Director for Uzbekistan leads CPS. Search path: adb.org/where-we-work/uzbekistan Country Director contact.,case-kz-egumen-border,Kazakhstan eGümrük Digital Customs & Border AI,Kazakhstan,tender,4200000,16000000,"Kazakhstan eGümrük cuts customs fraud by 30%+ on $5B+ annual flow. Uzbekistan's customs gap is similar-or-larger. UZ-TF-2026-010 ($4.2M) is in pipeline for late 2026 — we deliver Russian-Uzbek bilingual SafeGate stack on UzCloud, no Western or Russian sanctions exposure.",Track UZ-TF-2026-010 publication via gov.uz procurement portal. | LinkedIn message to uz-icta-head referencing UZ-TF-2026-010 pipeline and offering eGümrük comparison brief. | Reach out to ADB-UZ-EGOVT-PIPELINE TTL (uz-yun-ji-suh) for pipeline alignment dialogue. | Explore partnership conversation with Crimson Logic UZ rep at upcoming WCO (World Customs Organization) regional conference.,VERIFIED
INI-013,AI EdTech Platform for UZ Schools (Bhashini-Style),UZ,Education,A,8.05,8,7,8,9,9,uz-minschool-minister,Bahodir Saidov,"Minister of Preschool and School Education, Republic of Uzbekistan",,2,uz-mintsifry-dep3,Komiljon Turdiyev,UZ-MINSCHOOL,Ministry of Preschool and School Education of the Republic of Uzbekistan,UZ-PP-2024-054,ПП-54,On Additional Measures to Accelerate Education Reforms,UNICEF-UZ-EDTECH-LEARNING,UNICEF,Uzbekistan Learning Innovation Hub — AI-Driven EdTech (Eduten / Learning Pioneers Programme),[TTL_NOT_FOUND] UNICEF Uzbekistan Education Chief. Search path: unicef.org/uzbekistan team page.,case-in-diksha,DIKSHA National Digital Infrastructure for School Education (India),India,tender,5500000,20000000,India DIKSHA reaches 1B+ learners; KZ Bilim Land powers 4M+ KZ students. PP-2024-054 + PP-2025-051-SCHOOL commit UZ to follow. RFP UZ-TF-2026-006 ($5.5M) is in pipeline with UNICEF + IsDB co-financing — we deliver Russian-Uzbek triple-script AI tutoring.,Track UZ-TF-2026-006 publication. | Schedule meeting with uz-minschool-minister via MoSchool digital department. | Reach out to UNICEF-UZ-EDTECH-LEARNING TTL for donor co-financing dialogue. | Pre-position via UZ-T-2026-008 ($1.8M civil servant AI training) as warm-up.,VERIFIED
INI-014,AI Precision Agriculture (UZ-Cotton + Wheat),UZ,Agriculture & Water,A,8.8,10,8,8,10,8,uz-minselhhoz-minister,Aziz Voitov,Minister of Agriculture of the Republic of Uzbekistan,,2,uz-minvoda-minister,Shavkat Hamrayev,UZ-MINSELXOZ,Ministry of Agriculture of the Republic of Uzbekistan,UZ-PP-2025-099,ПП-99,On Measures to Implement Modern Technologies in Agriculture,WB-UZ-AGRI-DIGITAL,WorldBank,Uzbekistan Agriculture Modernization Project (digital components),[TTL_NOT_FOUND] Large IDA-financed project. Implementing via MoA PIU. Search path: documents.worldbank.org search 'P168566 Uzbekistan agriculture'.,case-kz-smart-agri,Kazakhstan Smart Agriculture System (National Agroinfo),Kazakhstan,donor_program,4800000,25000000,WB-UZ-AGRI-DIGITAL ($500M) commits UZ to digital agriculture by 2027. KZ Smart Agri returns $200M+ annually. Live tender UZ-T-2026-014 ($4.8M) is open Q3 2026 — we deliver Russian-Uzbek bilingual cotton-wheat-water AI on UzCloud.,Submit pre-qualification for UZ-T-2026-014 ($4.8M). | Schedule meeting with uz-minselhhoz-minister via MoEF cooperation channel. | Reach out to WB-UZ-AGRI-DIGITAL TTL via WB Tashkent office. | Engage MinVoda for water-allocation cooperation dialogue.,VERIFIED
