id,short_name,country,sector,confidence_tier,weighted_total,speed_to_contract,strategic_moat,defensibility,capital_access,russian_cis_fit,target_person_id,target_person_name,target_person_role,target_person_linkedin,target_person_priority_tier,operational_counterpart_id,operational_counterpart_name,lead_institution_id,lead_institution,decree_id,decree_number,decree_title_en,donor_program_id,donor,donor_program_name,ttl_pm_name,precedent_case_id,precedent_case,precedent_country,procurement_pathway,estimated_initial_contract_usd,estimated_3yr_revenue_usd,pitch_hook,next_30_day_actions,verification
KG-INI-010,KG Identity & Social Protection AI Registry (WB P155198),KG,Public Administration & e-Government,A,8.55,8,8,9,10,9,kg-minsoc-head,Gulnara Baatyrbekova,Minister of Labor and Social Protection of the Kyrgyz Republic,,1,kg-minsoc-piu-head,Aziz Dzhaksybekov,KG-MINLABOR,"Ministry of Labor, Social Security and Migration of the Kyrgyz Republic",KG-LAW-2008-058,58,On Personal Information,WB-KG-IDENTITY-P155198,WorldBank,Kyrgyz Republic: Identity and Targeting for Social Protection Project,[TTL_NOT_FOUND] Search path: projects.worldbank.org P155198 ISR reports.,case-kz-smart-social,Kazakhstan Digital Social Protection — e-Otinish Social Registry,Kazakhstan,donor_program,2200000,11000000,WB Project P155198 ($20M) is active and procuring AI augmentation now. Kazakhstan e-Otinish proves the architecture; India e-Shram proves the scale model. Naryn and Osh oblasts have KG's highest poverty rate. We deliver Russian-Kyrgyz bilingual sntz.ai-grade data quality + targeting + caseworker assistant on Tunduk integration in 12 months.,"LinkedIn message to kg-minsoc-piu-head (Aziz Dzhaksybekov, WB PIU coordinator) on AI augmentation architecture. | Schedule meeting with kg-minsoc-head (Gulnara Baatyrbekova) via WB PIU intro. | Brief WB Digital CASA TTL (kg-sandra-sargent) on cross-program integration with Tunduk and identity. | Reach out to AKDN-KG-DIGITAL-SCHOOLS2030 PIU on rural outreach partnership. | Build Russian-Kyrgyz bilingual caseworker assistant MVR for demo.",VERIFIED
KG-INI-043,AI Cluster at AUCA + HTP (KG-T-2026-003 GPU),KG,AI Infrastructure (Enabling Layer),B,8.05,9,8,9,7,7,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-auca-rector,Andrew Wachtel,KG-NATIONAL-AI-COUNCIL,National Council on Artificial Intelligence of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-P160230,WorldBank,Digital CASA — Kyrgyz Republic (incl. Additional Financing),Sandra Sargent (World Bank Senior Digital Development Specialist and Project TTL),case-ae-falcon-llm,UAE Falcon LLM — Arabic Sovereign Foundation Model,UAE,tender,2500000,9000000,KG-T-2026-003 ($2.5M GPU) is live. Sovereign LLM (KG-INI-009) needs the cluster. UAE Falcon proves model. Russian-Kyrgyz bilingual operator UX + sanctions-clean sourcing.,Submit pre-qualification for KG-T-2026-003. | Coordinate with KG-INI-009 sovereign LLM team. | Brief AUCA + HTP on co-design. | Reach out to sanctions-clean GPU vendors.,VERIFIED
KG-INI-026,Disaster Early Warning AI (Landslides/Earthquakes),KG,Environment & Climate,B,8.0,8,8,8,8,8,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-kg-glof-warning,Kyrgyzstan GLOF (Glacial Lake Outburst Flood) Early Warning System,Kyrgyzstan,tender,1300000,6000000,KG glacier monitoring (KG-INI-007) + multi-hazard AI is climate-security stack. EU C4CA funds. Russian-Kyrgyz bilingual sntz.ai delivers integrated warning.,Track KG-TF-2026-008 publication. | LinkedIn message to kg-udp-digital-head. | Brief CAIAG on multi-hazard partnership. | Reach out to EU C4CA PIU.,L2_VERIFIED
KG-INI-012,AML Banking Sector AI (KG-TF-2026-005),KG,Finance & Fiscal,B,7.95,8,7,8,8,9,kg-nbkr-head,Melis Turganbekov,"Chairman, National Bank of the Kyrgyz Republic (NBKR)",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-NBKR,National Bank of the Kyrgyz Republic (NBKR),KG-LAW-2025-074-NBKR-CBDC,74,On Amendments to the Constitutional Law of the Kyrgyz Republic 'On the National Bank of the Kyrgyz Republic' (Introduction of Digital Som),EBRD-KG-SME-DIGITAL,EBRD,EBRD Kyrgyz Republic Country Strategy 2024-2029 — MSME and Digital Economy,[TTL_NOT_FOUND] EBRD Kyrgyzstan Principal Banker. Search path: ebrd.com/where-we-are/kyrgyz-republic.,case-sg-cbdc-project-ubin,Singapore Project Ubin CBDC / Digital SGD,Singapore,tender,1800000,9000000,KG digital som goes live Jan 2027 and FATF compliance pressures grow. KG-TF-2026-005 ($1.8M) procures bank AML now. Singapore CBDC proves the architecture. We deliver Russian-Kyrgyz bilingual AI AML stack on Tunduk-aligned infrastructure.,"Track KG-TF-2026-005 publication. | LinkedIn message to kg-nbkr-head on bank AML architecture. | Reach out to RSK Bank, Aiyl Bank for pilot interest. | Brief EBRD-KG-SME-DIGITAL TTL on AML alignment.",L2_VERIFIED
KG-INI-044,AI Government Cloud (Tunduk Inference Fabric),KG,AI Infrastructure (Enabling Layer),B,7.95,7,9,9,7,8,kg-tunduk-gp-head,Marat Isakov,"Director, State Enterprise Tunduk (National e-Government Data Exchange Platform)",https://www.linkedin.com/in/marat-isakov-tunduk,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-GP-TUNDUK,State Institution 'Tunduk' — Inter-Agency Electronic Interaction System (under UDP after April 2026),KG-LAW-2025-178-DIGITAL-CODE,178,Digital Code of the Kyrgyz Republic,WB-KG-P160230,WorldBank,Digital CASA — Kyrgyz Republic (incl. Additional Financing),Sandra Sargent (World Bank Senior Digital Development Specialist and Project TTL),case-fr-albert-govt-llm,France Albert — Government LLM for Civil Servants,France,tender,800000,4500000,France Albert proves government LLM-as-service. Tunduk modernization (KG-INI-003) + AI registry (KG-INI-008) need inference fabric. Russian-Kyrgyz bilingual sntz.ai stack.,Coordinate with KG-INI-003 Tunduk team. | Brief WB Digital CASA on inference fabric. | Build dev console MVR. | Reach out to Tunduk SE technical lead.,VERIFIED
KG-INI-017,Crypto-VA Compliance Platform (KG-T-2026-007),KG,Finance & Fiscal,B,7.85,9,7,8,7,8,kg-nbkr-head,Melis Turganbekov,"Chairman, National Bank of the Kyrgyz Republic (NBKR)",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-NBKR,National Bank of the Kyrgyz Republic (NBKR),KG-LAW-2022-012-VIRTUAL,12,On Virtual Assets,EBRD-KG-SME-DIGITAL,EBRD,EBRD Kyrgyz Republic Country Strategy 2024-2029 — MSME and Digital Economy,[TTL_NOT_FOUND] EBRD Kyrgyzstan Principal Banker. Search path: ebrd.com/where-we-are/kyrgyz-republic.,case-sg-cbdc-project-ubin,Singapore Project Ubin CBDC / Digital SGD,Singapore,tender,1200000,5500000,KG VA registry is mandatory and KG-T-2026-007 ($1.2M) is live now. We deliver Russian-Kyrgyz bilingual sntz.ai compliance stack with FATF-aligned design.,Submit pre-qualification for KG-T-2026-007. | LinkedIn message to NBKR head. | Build VA registry demo. | Reach out to EBRD-KG-SME-DIGITAL TTL.,L2_VERIFIED
KG-INI-018,Labor Migration AI Platform,KG,Labor & Migration,B,7.85,7,8,8,8,9,kg-minsoc-head,Gulnara Baatyrbekova,Minister of Labor and Social Protection of the Kyrgyz Republic,,1,kg-minsoc-piu-head,Aziz Dzhaksybekov,KG-MINLABOR,"Ministry of Labor, Social Security and Migration of the Kyrgyz Republic",KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-IDENTITY-P155198,WorldBank,Kyrgyz Republic: Identity and Targeting for Social Protection Project,[TTL_NOT_FOUND] Search path: projects.worldbank.org P155198 ISR reports.,case-bd-digital-labour-export,Bangladesh BOESL Digital Labour Export Management,Bangladesh,donor_program,1100000,6000000,BOESL Bangladesh proves the labor-export digital pattern. KG has 700K migrants and $2.8B remittances. WB P155198 + UNDP fund. Russian-Kyrgyz bilingual sntz.ai migrant app + digital som integration.,LinkedIn message to kg-minsoc-head. | Brief WB PIU on labor migration AI. | Build migrant-worker app MVR. | Reach out to UNDP-KG-DIGITAL-TRANSFORM TTL.,L2_VERIFIED
KG-INI-019,Smart Grid AI for Hydropower (KG-Toktogul),KG,Energy,B,7.85,7,8,9,8,8,kg-mineco-head,Daniyar Amanaliev,Minister of Economy and Commerce of the Kyrgyz Republic,,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINENERGY,Ministry of Energy of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EFSD-KG-STABILIZATION,EFSD,Eurasian Fund for Stabilization and Development — Kyrgyzstan Digital Infrastructure Component,[TTL_NOT_FOUND] EFSD Director General. Russian-led governance means low public transparency. Search path: efsd.info for KG country programs.,case-kg-naryn-hydro-digital,Kyrgyzstan Toktogul Reservoir Digital Management (Pilot),Kyrgyzstan,tender,1800000,12000000,Estonia smart grid + KZ KEGOC prove the pattern. KG hydropower + glacier monitoring (linked KG-INI-007) creates climate-energy nexus. Russian-Kyrgyz bilingual sntz.ai stack delivers on UDP-supervised compute.,Schedule meeting with kg-mineco-head. | Brief Toktogul operator on AI architecture. | Reach out to EFSD-KG-STABILIZATION TTL. | Brief EU C4CA on regional energy.,L2_VERIFIED
KG-INI-020,AI EdTech Platform Kyrgyz-Language,KG,Education,B,7.75,7,8,8,8,9,kg-mineduc-head,Dogdurbu Kenzhematova,Minister of Education and Science of the Kyrgyz Republic,,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINEDUC,Ministry of Education and Science of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,AKDN-KG-DIGITAL-SCHOOLS2030,AKDN,Aga Khan Development Network Kyrgyzstan — Schools2030 and E-Health Digital Components,[TTL_NOT_FOUND] AKDN Kyrgyzstan Country Representative. UCA (University of Central Asia) digital programs — search UCA Digital Forum Nov 2024 speakers.,case-in-bhashini,India Bhashini Multilingual AI Platform,India,donor_program,1200000,7500000,Bhashini India proves multilingual AI EdTech works at national scale. KG Kyrgyz-language is severely under-served. AKDN $15M co-funds. Russian-Kyrgyz bilingual sntz.ai + sovereign LLM integration.,LinkedIn message to kg-mineduc-head (Dogdurbu Kenzhematova). | Schedule meeting with AKDN PIU. | Brief AKES on EdTech partnership. | Build Kyrgyz-language tutoring demo.,L2_VERIFIED
KG-INI-014,Customs Risk Profiling AI (China-EAEU Corridor),KG,Finance & Fiscal,B,7.45,7,7,8,8,8,kg-gts-head,Kairat Usenov,"Director, State Customs Service (GTS) of the Kyrgyz Republic",,1,kg-aibek-abdybakirov,Aibek Abdybakirov,KG-GTS,State Customs Service of the Kyrgyz Republic,KG-LAW-2022-027,27,On State Procurement (New Law),ADB-KG-CUSTOMS-38177,ADB,Regional Customs Modernization and Infrastructure Development Project (Kyrgyz component),[TTL_NOT_FOUND] ADB CWRD (Central and West Asia Department). Search path: adb.org/projects/38177-013/main.,case-kz-egumen-border,Kazakhstan eGümrük Digital Customs & Border AI,Kazakhstan,donor_program,1500000,8000000,KZ eGümrük proves customs AI works in CIS context. KG-EAEU corridor needs the same. ADB co-funds. We deliver Russian-Kyrgyz bilingual sntz.ai stack on Tunduk.,LinkedIn message to kg-gts-head (Kairat Usenov). | Brief ADB-KG-CUSTOMS-38177 PIU. | Build customs officer demo. | Reach out to ADB TTL kg-aibek-abdybakirov.,L2_VERIFIED
KG-INI-016,Jogorku Kenesh Parliamentary AI (KG-TF-2026-006),KG,Justice & Rule of Law,B,7.45,7,8,7,7,9,kg-national-ai-council-chair,Azamat Sydykov,"Chair, National AI Council (Национальный совет по ИИ), Kyrgyz Republic (function absorbed into UДП, April 2026)",,2,kg-digital-code-legal-adviser,Aigul Bakytbekova,KG-JOGORKU-KENESH,Jogorku Kenesh — Parliament of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-KG-SDC-GOVERNANCE,SDC,Switzerland Cooperation Programme Central Asia 2022-2025 — Governance and Public Finance Component (Kyrgyzstan),"[TTL_NOT_FOUND] SDC Kyrgyzstan resident coordinator. CHF 85.3M total programme 2022-2025 for KG, TJ, UZ combined; approximately CHF 40M SECO. Search path: deza.eda.admin.ch KG projects.",case-fr-albert-govt-llm,France Albert — Government LLM for Civil Servants,France,tender,600000,3500000,France Albert proves government LLM pattern. KG-TF-2026-006 ($600K) procures parliamentary AI now. Russian-Kyrgyz bilingual sntz.ai stack delivers in 7 months.,Track KG-TF-2026-006 publication. | LinkedIn message to AI Council chair. | Brief EU SDC governance PIU. | Build bill-text analytics demo.,L2_VERIFIED
KG-INI-030,Bürokratt-Style Citizen Chatbot for KG,KG,Public Administration & e-Government,C,7.45,6,8,8,7,9,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EGA-KG-TWINNING,EU,e-Governance Academy (EGA) Twinning — Support to Digitalisation Agenda in Kyrgyzstan,"Tõnis Mäe (e-Governance Academy, Project Manager — completed project; EGA active in C4CA follow-on)",case-et-buerokratt,Estonia Bürokratt AI Government Virtual Assistant,Estonia,donor_program,600000,4000000,Estonia Bürokratt is world reference. KG-INI-009 sovereign LLM provides bilingual layer. Tunduk integration backbone.,Brief eGA on Bürokratt-style for KG. | Coordinate with KG-INI-009 sovereign LLM team. | Build chatbot MVR for top-5 services. | Reach out to Tunduk SE technical lead.,L2_VERIFIED
KG-INI-021,AI Precision Agriculture Naryn,KG,Agriculture & Water,B,7.4,7,7,8,8,8,kg-minago-head,Bakyt Torobayev,Minister of Agriculture of the Kyrgyz Republic,,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-MINAGRI,Ministry of Agriculture of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-kz-smart-agri,Kazakhstan Smart Agriculture System (National Agroinfo),Kazakhstan,tender,1500000,8000000,KZ Agroinfo proves the pattern; AKDN funds rural rollout. Russian-Kyrgyz bilingual sntz.ai stack on Tunduk inference fabric.,Track KG-TF-2026-007 publication. | LinkedIn message to kg-minago-head (Bakyt Torobayev). | Brief AKDN PIU on agri integration. | Build farmer app demo.,L2_VERIFIED
KG-INI-025,HTP AI Talent Pipeline (Skills + Startup),KG,Education,B,7.4,8,7,7,8,8,kg-aieb-head,Aisha Mamytova,"Director, Agency for Investment and Export Promotion (AIEB), Kyrgyz Republic",https://www.linkedin.com/in/aisha-mamytova-kg,2,kg-auca-rector,Andrew Wachtel,KG-HTP,High Tech Park of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,KOICA-KG-DIGCAP,KOICA,Capacity Building of National Informatization for Digital Transformation in the Kyrgyz Republic,[TTL_NOT_FOUND] KOICA Bishkek. Search path: donors.kg + KOICA annual report.,case-sa-sdaia-ai-edu,Saudi Arabia SDAIA National AI Capability Building Programme,Saudi Arabia,tender,1500000,5500000,Saudi SDAIA proves national AI capability building. HTP + AUCA + KOICA fund the pipeline. Russian-Kyrgyz bilingual curriculum.,Submit pre-qualification for KG-T-2026-009. | LinkedIn message to kg-aieb-head. | Schedule meeting with kg-auca-rector. | Brief KOICA-KG-DIGCAP.,L2_VERIFIED
KG-INI-013,Smart Bishkek Traffic AI,KG,Transport & Urban,B,7.3,7,7,8,7,8,kg-bishkek-smart-city-head,Emil Bakytbekov,"Head of Digital Services Department, Bishkek City Administration",https://www.linkedin.com/in/emil-bakytbekov,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-BOTH-C4CA,EU,Connectivity for Central Asia (C4CA),[TTL_NOT_FOUND] EU DG INTPA manages overall. Expertise France leads consortium. Contact: expertise-france.gestmax.fr for project vacancies. EU Delegation officers in Tashkent and Bishkek are political counterparts. Search path: Expertise France website C4CA project page.,case-cn-hangzhou-city-brain,Hangzhou City Brain AI Traffic Management,China,tender,1500000,7500000,Hangzhou City Brain cuts commute time 15%+ for 12M citizens. Bishkek's 900K population needs the same. Russian-Kyrgyz bilingual sntz.ai stack delivers on UDP-supervised compute.,Schedule meeting with kg-bishkek-smart-city-head (Emil Bakytbekov). | Brief UDP on smart-city architecture. | Reach out to EU C4CA PIU. | Pre-position via Bishkek traffic-data API.,L2_VERIFIED
KG-INI-024,Open Data AI Platform (data.gov.kg),KG,AI Infrastructure (Enabling Layer),B,7.3,7,8,7,7,8,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-OPEN-DATA-P160933,WorldBank,Implementing Open Data Action Plan in the Kyrgyz Republic,[TTL_NOT_FOUND] Small TA project. Search path: projects.worldbank.org P160933.,case-id-indonesia-satu-data,Indonesia Satu Data Indonesia Open Data Platform,Indonesia,donor_program,600000,3500000,Indonesia Satu Data proves the open-data AI pattern. WB P160933 funds. Digital Code mandates open-by-default. Russian-Kyrgyz bilingual sntz.ai stack on Tunduk.,LinkedIn message to kg-udp-digital-head. | Brief WB Digital CASA TTL. | Build dev portal MVR. | Reach out to AUCA computer science.,L2_VERIFIED
KG-INI-042,Speech Recognition Kyrgyz/Russian (KG ASR),KG,AI Infrastructure (Enabling Layer),C,7.3,6,8,8,6,9,kg-national-ai-council-chair,Azamat Sydykov,"Chair, National AI Council (Национальный совет по ИИ), Kyrgyz Republic (function absorbed into UДП, April 2026)",,2,kg-auca-rector,Andrew Wachtel,KG-NATIONAL-AI-COUNCIL,National Council on Artificial Intelligence of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EU-KG-TEAM-EUROPE-DIGITAL,EU,Team Europe Initiative on Digital Connectivity for Kyrgyzstan,[TTL_NOT_FOUND] EU Delegation Bishkek leads. Search path: eeas.europa.eu/delegations/kyrgyz-republic/global-gateway.,case-in-bhashini,India Bhashini Multilingual AI Platform,India,donor_program,400000,2200000,Bhashini proves multilingual ASR. KG sovereign LLM (KG-INI-009) needs Kyrgyz ASR. Russian-Kyrgyz code-switching is unique.,Brief AI Council on ASR architecture. | Schedule meeting with AUCA computer science. | Coordinate with KG-INI-009 sovereign LLM team. | Build Kyrgyz ASR baseline MVR.,L2_VERIFIED
KG-INI-015,KG Tax Fraud Detection AI (GNS),KG,Finance & Fiscal,B,7.25,6,7,8,8,9,kg-goszakupki-head,Azamat Kadyrbayev,"Director, State Agency on Public Procurement (Госзакупки), Kyrgyz Republic",,1,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-GNS,State Tax Service under the Cabinet of Ministers of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-P160230,WorldBank,Digital CASA — Kyrgyz Republic (incl. Additional Financing),Sandra Sargent (World Bank Senior Digital Development Specialist and Project TTL),case-et-estonia-etax,Estonia e-Tax Declaration (EMTA),Estonia,tender,1200000,7500000,Estonia e-Tax processes 95%+ declarations digitally. KG-GNS needs Russian-Kyrgyz bilingual sntz.ai stack to do the same on Tunduk inference fabric.,LinkedIn message to KG GNS head. | Brief WB Digital CASA on tax AI. | Build taxpayer chatbot demo. | Reach out to Estonia e-Tax via eGA twinning.,L2_VERIFIED
KG-INI-022,Bishkek Air Quality AI,KG,Environment & Climate,B,7.05,7,7,7,7,8,kg-bishkek-smart-city-head,Emil Bakytbekov,"Head of Digital Services Department, Bishkek City Administration",https://www.linkedin.com/in/emil-bakytbekov,2,kg-udp-digital-head,Adilbek Asanbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,UNDP-KG-DIGITAL-TRANSFORM,UNDP,Advancing Digital Transformation in Kyrgyzstan,[TTL_NOT_FOUND] UNDP Kyrgyzstan Digital Programme Manager (vacancy posted jobs.undp.org post 110741 IPSA-11). UNDP Resident Representative is the country head.,case-nl-rotterdam-climate-digital,Rotterdam Climate Adaptation Digital Twin,Netherlands,tender,800000,4500000,Bishkek winter air pollution is a public-health emergency. UNDP funds climate adaptation. Russian-Kyrgyz bilingual sntz.ai + sensor network delivers in 9 months.,LinkedIn message to kg-bishkek-smart-city-head. | Brief UNDP-KG-DIGITAL-TRANSFORM TTL. | Build Russian-Kyrgyz air-quality app demo. | Reach out to Hydromet service.,L2_VERIFIED
KG-INI-045,AI Public Service Hall (Singpass-Style),KG,Public Administration & e-Government,C,7.05,6,7,8,7,8,kg-grs-head,Bakyt Kalmatov,"Director, State Registration Service (GRS) of the Kyrgyz Republic",,2,kg-tunduk-tech-lead,Mirlan Asanbekov,KG-GRS,State Registration Service of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,WB-KG-P160230,WorldBank,Digital CASA — Kyrgyz Republic (incl. Additional Financing),Sandra Sargent (World Bank Senior Digital Development Specialist and Project TTL),case-sg-singpass,Singpass National Digital Identity,Singapore,tender,1000000,5000000,Singpass + ASAN prove unified citizen portal. KG needs same. Russian-Kyrgyz bilingual sntz.ai stack on Tunduk.,LinkedIn message to kg-grs-head. | Brief WB Digital CASA on service hall. | Build citizen app MVR. | Coordinate with KG-INI-001 TOR.,L2_VERIFIED
KG-INI-031,AI School Programme (NIS-Style),KG,Education,C,6.8,7,6,7,7,7,kg-mineduc-head,Dogdurbu Kenzhematova,Minister of Education and Science of the Kyrgyz Republic,,1,kg-auca-rector,Andrew Wachtel,KG-MINEDUC,Ministry of Education and Science of the Kyrgyz Republic,KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,AKDN-KG-DIGITAL-SCHOOLS2030,AKDN,Aga Khan Development Network Kyrgyzstan — Schools2030 and E-Health Digital Components,[TTL_NOT_FOUND] AKDN Kyrgyzstan Country Representative. UCA (University of Central Asia) digital programs — search UCA Digital Forum Nov 2024 speakers.,case-kz-ai-school,Kazakhstan AI in Schools National Programme (NIS),Kazakhstan,donor_program,600000,3000000,NIS Kazakhstan proves AI school programme. AKDN funds. Russian-Kyrgyz bilingual sntz.ai stack.,Brief AKDN-KG-DIGITAL-SCHOOLS2030 PIU. | LinkedIn message to kg-mineduc-head. | Schedule meeting with AUCA rector. | Build Kyrgyz coding tool demo.,L2_VERIFIED
KG-INI-050,AI Cross-Border Citizen Services (CIS Recognition),KG,Cross-cutting,C,6.8,5,7,7,7,9,kg-udp-digital-head,Adilbek Asanbekov,"Head of Digital Transformation Department, Administration of Presidential Affairs (UДП) — successor to Mintsifry functions",,1,kg-aieb-head,Aisha Mamytova,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,EDB-BOTH-DIGITAL-INITIATIVES,EDB,EDB Fund for Digital Initiatives — Uzbekistan and Kyrgyzstan Digital Integration,"Tigran Sargsyan (EDB Vice Chairman, Management Board — presents FDI projects publicly; not TTL per se but senior sponsor)",case-est-eresidency,Estonia e-Residency — Digital Governance Export Programme,Estonia,donor_program,600000,3500000,Estonia eResidency proves cross-border citizen services. KG 700K diaspora in RU/KZ. EDB funds regional digital integration. Russian-Kyrgyz bilingual sntz.ai stack.,Brief EDB-BOTH-DIGITAL-INITIATIVES on diaspora services. | LinkedIn message to AIEB head. | Build diaspora app MVR. | Coordinate with KG-INI-018 migration team.,L2_VERIFIED
KG-INI-023,Issyk-Kul Tourism AI Platform,KG,Tourism & Culture,B,6.75,6,7,7,7,8,kg-aieb-head,Aisha Mamytova,"Director, Agency for Investment and Export Promotion (AIEB), Kyrgyz Republic",https://www.linkedin.com/in/aisha-mamytova-kg,2,kg-bishkek-smart-city-head,Emil Bakytbekov,KG-UDP,Administration of Presidential Affairs of the Kyrgyz Republic — Digital Development Department (successor to Ministry of Digital Development),KG-UP-2024-090-CONCEPT,90,On Approval of the Digital Transformation Concept of the Kyrgyz Republic for 2024-2028,CHINA-DSR-KG-DATACENTER,China_DSR,Huawei — Kyrgyzstan Unified Government Database and Data Center Initiative,[TTL_NOT_FOUND] Huawei Technologies Bishkek Co. LTD representative. KG MoDT Minister (now UDP post-restructuring). Opaque negotiations.,case-uz-etravel-silk-road,Uzbekistan eTravelUzbekistan Digital Tourism Platform,Uzbekistan,tender,700000,4000000,UZ eTravel proves Silk Road digital tourism works. KG Issyk-Kul + Burana + Tash-Rabat are world heritage. Multilingual sntz.ai stack.,LinkedIn message to kg-aieb-head (Aisha Mamytova). | Brief Issyk-Kul resort association. | Build multilingual tourism app MVR. | Reach out to AKDN cultural-heritage.,L2_VERIFIED
